input_path,right_fingertips_orientation
/4TBHD/ISL/data_preparation/test_blank_keypoints/shifted_origin_keypoints/bounce/27.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Good/stephen_good_2/29.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_4/99.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_8/23.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Sorry/varmija_sorry_6/22.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_1/31.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Bye/stephen_bye_4/41.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_17/72.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_17/48.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Hello/vinayak_hello_5/41.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Go/ranadeep_go_10/32.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_10/52.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Venkatesh/Thankyou/venkatesh_thankyou_11/28.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Dead/varmija_dead_15/27.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Go/stephen_go_8/42.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_2/23.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_6/56.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_16/56.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_7/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Go/ranadeep_go_14/22.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_5/66.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_15/78.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_13/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_7/59.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_2/29.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_3/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Thankyou/cindrella_thankyou_1/47.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/shifted_origin_keypoints/TRUE/31.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_10/62.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Hello/cindrella_hello_20/47.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_6/29.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_5/29.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Hello/sandeep_hello_8/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Bye/cindrella_bye_17/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_16/71.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_9/46.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_18/23.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_10/16.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_14/59.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_17/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_17/28.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_20/30.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_14/22.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_13/55.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_13/14.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Hello/anirudh_hello_1/47.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_8/39.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Brush/stephen_brush_6/21.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Bye/vinayak_bye_2/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Hello/ranadeep_hello_18/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_5/49.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/shifted_origin_keypoints/TRUE/63.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Hello/stephen_hello_3/27.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_4/25.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_17/16.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_17/35.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_15/34.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_6/63.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Good/cindrella_good_1/41.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Dead/surendhar_dead_2/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_6/74.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Go/cindrella_go_19/35.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_13/72.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_2/103.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_20/66.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Go/anirudh_go_19/29.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_5/76.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_17/29.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Bye/varmija_bye_16/48.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Dead/vinayak_dead_18/47.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Go/ranadeep_go_17/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_4/27.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_9/61.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_7/102.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_19/40.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Sorry/sandeep_sorry_16/26.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_18/35.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_6/66.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Thankyou/vinayak_thankyou_9/32.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Dead/rounit_dead_20/30.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Hello/cindrella_hello_6/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Bye/surendhar_bye_9/47.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_3/25.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_12/113.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_15/46.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_12/30.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_15/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Go/vinayak_go_4/29.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Thankyou/surendhar_thankyou_1/39.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_13/15.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/shifted_origin_keypoints/face/46.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Dead/anirudh_dead_19/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_3/66.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_13/58.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_6/57.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Dead/rounit_dead_4/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_1/70.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/shifted_origin_keypoints/bounce/33.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_18/62.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_18/40.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_16/68.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_7/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Dead/varmija_dead_12/31.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_11/32.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_18/70.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_6/64.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/shifted_origin_keypoints/TRUE/25.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_14/67.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Hello/varmija_hello_7/35.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_18/68.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_5/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_11/59.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_18/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_3/73.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_8/22.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_6/48.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_4/52.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Hello/anirudh_hello_3/30.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Thankyou/ranadeep_thankyou_3/32.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_12/28.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_20/66.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_11/105.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Hello/vinayak_hello_17/31.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Venkatesh/Thankyou/venkatesh_thankyou_17/39.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Bye/cindrella_bye_3/29.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Hello/rounit_hello_16/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Dead/rounit_dead_15/37.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_11/38.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_18/116.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_1/87.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_10/103.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_11/30.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_7/68.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_19/48.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_12/74.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Thankyou/surendhar_thankyou_16/49.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Hello/anirudh_hello_9/39.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_8/16.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_13/97.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_9/72.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_10/27.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Beautiful/stephen_beautiful_3/22.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/shifted_origin_keypoints/mobile/10.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Bye/ranadeep_bye_14/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_14/21.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Dead/rounit_dead_11/30.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_9/53.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_11/42.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_7/35.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Bye/sandeep_bye_6/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_15/70.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_12/29.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Go/stephen_go_20/29.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_6/35.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_14/31.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Dead/varmija_dead_19/26.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Brush/varmija_brush_19/23.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Dead/rounit_dead_13/35.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_5/38.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_11/24.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_15/25.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_19/63.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_3/74.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Thankyou/sandeep_thankyou_19/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_3/65.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_9/35.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_12/97.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_1/28.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Dead/vinayak_dead_15/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_18/29.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Go/ranadeep_go_9/33.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_12/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_4/89.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_3/99.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_12/71.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_6/102.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_14/69.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_8/102.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_16/50.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_19/71.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_3/78.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/shifted_origin_keypoints/TRUE/62.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_11/39.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_8/79.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Bye/stephen_bye_20/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_6/58.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_3/77.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Bye/ranadeep_bye_12/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Go/anirudh_go_14/49.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_16/78.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_17/74.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_19/58.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_6/58.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_4/94.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_1/68.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/shifted_origin_keypoints/face/53.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_7/106.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Cook/anirudh_cook_1/39.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_18/51.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_10/30.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_15/41.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_13/25.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Hello/vinayak_hello_4/37.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Thankyou/varmija_thankyou_16/46.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_20/62.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_10/25.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Brush/anirudh_brush_17/25.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_8/73.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_1/72.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_19/30.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_19/79.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_18/67.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Dead/varmija_dead_17/26.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Go/ranadeep_go_20/42.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_2/52.npy,open
