input_path,right_palm_position
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_12/103.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_3/100.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Dead/sandeep_dead_17/49.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Dead/rounit_dead_18/36.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_11/31.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Go/rounit_go_12/26.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_5/55.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_3/56.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Dead/sandeep_dead_6/25.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_18/114.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_17/72.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_4/93.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_15/20.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Beautiful/vinayak_beautiful_9/49.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_1/28.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_19/71.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Bye/vinayak_bye_2/33.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_16/129.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_4/97.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_16/32.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_20/76.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_4/104.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Hello/vinayak_hello_14/27.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_2/41.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_4/48.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_12/69.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Thankyou/vinayak_thankyou_17/32.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_20/32.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_14/34.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Sorry/varmija_sorry_14/47.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_20/30.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Cook/varmija_cook_18/31.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_15/36.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_5/79.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Dead/sandeep_dead_13/43.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_20/74.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_15/79.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_14/40.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_16/56.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Good/anirudh_good_17/47.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Sorry/varmija_sorry_12/45.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Good/surendhar_good_10/33.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_9/111.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Go/rounit_go_15/47.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Dead/vinayak_dead_8/24.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_7/67.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_17/27.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Go/vinayak_go_8/42.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_4/50.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Thankyou/vinayak_thankyou_12/34.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_18/84.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_16/56.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_2/98.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_16/32.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_10/63.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Venkatesh/Good/venkatesh_good_3/40.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_4/72.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_1/97.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_5/34.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Dead/stephen_dead_6/47.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_9/65.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Sorry/stephen_sorry_11/37.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_10/52.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_12/38.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_7/69.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Brush/rounit_brush_16/25.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_6/28.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Hello/vinayak_hello_1/33.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_9/107.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_13/28.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_10/35.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Good/ranadeep_good_11/25.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_16/49.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_18/71.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Cook/anirudh_cook_9/39.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_13/64.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_11/47.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_10/32.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_17/44.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_10/109.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Dead/vinayak_dead_4/42.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_8/48.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_20/38.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_20/83.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Dead/vinayak_dead_12/48.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_19/102.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_6/104.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Thankyou/stephen_thankyou_4/22.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_2/68.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_8/53.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Good/cindrella_good_18/28.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_4/27.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_3/64.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_12/64.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Thankyou/varmija_thankyou_18/38.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Dead/varmija_dead_5/36.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Sorry/anirudh_sorry_7/48.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_5/42.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_11/66.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_14/55.npy,towards body
/4TBHD/ISL/data_preparation/test_blank_keypoints/shifted_origin_keypoints/Bad/14.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Brush/stephen_brush_4/44.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_20/77.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_19/30.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_12/92.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_4/38.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Good/vinayak_good_1/40.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Cook/varmija_cook_13/23.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_12/59.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Go/rounit_go_13/25.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_18/91.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_9/116.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_11/73.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Brush/varmija_brush_19/27.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_13/87.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_8/75.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Sorry/varmija_sorry_20/37.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_8/34.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_13/51.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_18/66.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_8/32.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Venkatesh/Thankyou/venkatesh_thankyou_12/21.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_8/26.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_8/79.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Thankyou/anirudh_thankyou_17/41.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_12/29.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_17/40.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_17/99.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Dead/vinayak_dead_4/32.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Venkatesh/Brush/venkatesh_brush_15/39.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Venkatesh/Dead/venkatesh_dead_14/38.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Thankyou/rounit_thankyou_5/25.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_4/74.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Thankyou/sandeep_thankyou_19/45.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_4/61.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_7/36.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Beautiful/vinayak_beautiful_11/37.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_4/97.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_19/79.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Thankyou/ranadeep_thankyou_4/40.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_3/35.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_19/76.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_7/35.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Brush/ranadeep_brush_13/28.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_8/41.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_11/29.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Thankyou/cindrella_thankyou_9/34.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_10/56.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_10/53.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_3/38.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_5/73.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Good/anirudh_good_3/38.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_15/29.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Dead/surendhar_dead_4/29.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_4/78.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_9/32.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_3/17.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_3/53.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Brush/sandeep_brush_7/36.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_13/45.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_16/70.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Venkatesh/Dead/venkatesh_dead_10/24.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_7/35.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_11/44.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_9/39.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_15/30.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_19/22.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_20/42.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_16/49.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_12/34.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_11/87.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Sorry/stephen_sorry_11/34.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_4/94.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_14/90.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_13/44.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Hello/rounit_hello_1/39.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_15/98.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_10/98.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Brush/rounit_brush_8/43.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_19/39.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_13/69.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Thankyou/cindrella_thankyou_1/42.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_5/51.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Sorry/sandeep_sorry_17/35.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_5/102.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_10/73.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_10/77.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_18/37.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_9/17.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_9/44.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_6/108.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_3/63.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_3/46.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_13/100.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Dead/stephen_dead_18/45.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_1/40.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_11/29.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_13/58.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_7/40.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_7/39.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_13/36.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_17/98.npy,towards body
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_14/65.npy,towards body
