image_path,hands_involved
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/59.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/60.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/61.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/62.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/63.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/64.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/65.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/66.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/67.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/68.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/69.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/70.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/71.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/72.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/73.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/74.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/75.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/76.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/77.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/78.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/79.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/80.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/81.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/82.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/83.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/84.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/85.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/86.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/87.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/88.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/89.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/90.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/91.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/92.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/93.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/94.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/95.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/96.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/97.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/98.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/99.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/100.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/101.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/102.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/103.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/train/hariharan_train_1/104.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/50.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/51.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/52.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/53.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/54.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/55.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/56.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/57.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/58.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/59.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/60.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/61.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/62.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/63.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/64.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/65.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/66.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/67.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/68.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/69.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/70.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/71.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/72.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/73.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/74.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/75.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/76.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/77.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/78.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/79.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/80.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/81.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/82.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/83.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/84.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/85.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/86.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/87.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/88.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/89.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/90.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/91.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/92.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/93.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/94.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/95.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/96.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/97.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/98.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/99.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/100.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/101.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/102.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/103.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/104.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/105.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/black/hariharan_black_1/106.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/43.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/44.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/45.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/46.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/47.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/48.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/49.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/50.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/51.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/52.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/53.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/54.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/55.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/56.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/57.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/58.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/59.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/92.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/93.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/94.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/95.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/96.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/97.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/98.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/99.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/100.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/101.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/102.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/103.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/104.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/105.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/106.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/107.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/108.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/109.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/110.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/111.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/112.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/113.npy,one
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/shifted_origin_keypoints/hariharan/tubelight/hariharan_tubelight_1/114.npy,one
