image_path,right_elbow_orientation
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/56.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/57.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/58.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/59.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/60.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/61.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/62.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/63.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/64.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/65.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/66.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/67.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/68.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/69.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/70.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/71.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/72.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/73.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/74.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/75.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/76.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/77.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/78.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_5/79.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/13.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/14.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/15.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/16.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/17.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/20.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/21.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/22.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/23.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/24.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/25.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/26.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/27.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/28.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/29.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/30.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/31.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/32.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/33.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/34.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/35.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/36.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/37.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/38.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/39.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/40.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/41.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/42.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/43.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/44.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/45.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/46.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/47.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/49.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/50.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/51.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/52.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/53.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/54.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/55.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/56.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/57.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/58.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/59.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/60.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/61.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/62.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/63.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/64.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/65.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/66.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/67.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/68.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/69.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/70.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/71.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/72.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/73.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/74.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/75.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/76.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/77.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/78.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/79.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/80.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/81.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/82.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/83.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/84.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/85.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/86.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/87.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/88.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/89.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/90.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/91.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/92.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/93.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/94.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/95.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/96.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/97.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/98.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/99.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/100.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/101.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/102.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/103.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_4/104.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/15.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/16.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/17.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/18.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/19.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/20.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/21.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/22.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/23.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/28.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/29.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/30.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/31.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/32.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/33.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/34.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/35.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/36.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/37.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/38.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/39.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/41.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/42.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/43.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/44.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/45.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/46.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/47.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/48.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/49.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/50.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/51.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/52.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/53.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/54.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/55.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/56.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/57.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/58.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/59.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/60.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/61.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/62.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/63.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/64.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/65.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/66.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/67.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/68.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_14/69.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/14.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/15.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/16.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/17.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/22.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/23.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/24.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/25.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/26.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/27.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/28.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/29.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/30.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/31.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/32.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/33.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/34.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/35.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/36.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/37.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/38.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/39.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/40.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/41.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/42.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/43.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/44.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/45.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/46.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/47.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/48.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/49.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/50.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/51.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/52.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/53.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/54.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/55.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/56.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/57.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/58.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/59.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/60.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/61.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/62.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/63.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/64.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/65.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/66.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/67.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_17/68.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_2/16.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_2/17.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_2/18.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_2/19.jpg,upper diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_2/23.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_2/24.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_2/25.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_2/26.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_2/27.jpg,lower diagonal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_2/28.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_2/29.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_2/30.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_2/31.jpg,horizontal
/4TBHD/ISL/data_preparation/test_all/onlyface/Ishan/Go/ishan_go_2/32.jpg,horizontal
