image_path,right_finger_closeness_to_face
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_18/45.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/73.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Surendhar/Good/surendhar_good_13/48.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Rounit/Hello/rounit_hello_11/41.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_4/26.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Surendhar/Dead/surendhar_dead_7/23.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_18/48.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_20/51.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_6/17.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/40.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_18/77.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_12/35.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Sandeep/Go/sandeep_go_16/21.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Hello/ishan_hello_18/30.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Anirudh/Dead/anirudh_dead_12/28.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_18/52.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Brush/ishan_brush_13/84.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_10/21.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_3/33.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_15/45.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_2/23.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Anirudh/Go/anirudh_go_7/44.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_17/90.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Venkatesh/Thankyou/venkatesh_thankyou_6/48.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_16/54.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Sandeep/Beautiful/sandeep_beautiful_8/38.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Surendhar/Dead/surendhar_dead_18/31.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_11/43.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Venkatesh/Thankyou/venkatesh_thankyou_1/43.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ranadeep/Sorry/ranadeep_sorry_10/38.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_7/31.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Sandeep/Go/sandeep_go_15/45.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_6/71.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Varmija/Cook/varmija_cook_14/31.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_14/31.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_4/97.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_13/39.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Varmija/Cook/varmija_cook_18/31.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Surendhar/Dead/surendhar_dead_11/29.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Vinayak/Cook/vinayak_cook_20/33.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Cindrella/Hello/cindrella_hello_6/43.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_4/56.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_14/71.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_17/9.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_9/54.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_10/113.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Sandeep/Good/sandeep_good_14/46.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Surendhar/Brush/surendhar_brush_16/28.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_4/26.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Cindrella/Good/cindrella_good_13/28.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_14/27.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Brush/ishan_brush_20/89.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Stephen/Sorry/stephen_sorry_14/46.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Rounit/Cook/rounit_cook_18/44.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_4/15.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_16/50.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_10/50.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_9/36.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Hello/ishan_hello_11/67.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_4/44.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ranadeep/Go/ranadeep_go_14/24.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Sandeep/Bye/sandeep_bye_13/38.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_4/83.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_17/61.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_6/107.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Vinayak/Good/vinayak_good_2/47.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_3/75.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Sandeep/Go/sandeep_go_21/23.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Anirudh/Cook/anirudh_cook_14/44.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_5/54.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_4/85.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_3/52.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Cindrella/Go/cindrella_go_7/45.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_13/82.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ranadeep/Sorry/ranadeep_sorry_12/46.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_18/80.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ranadeep/Dead/ranadeep_dead_18/26.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Stephen/Go/stephen_go_13/34.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/57.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Anirudh/Cook/anirudh_cook_15/30.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Vinayak/Go/vinayak_go_20/47.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_10/38.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Rounit/Good/rounit_good_12/42.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_13/35.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Rounit/Sorry/rounit_sorry_14/41.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Surendhar/Bye/surendhar_bye_7/41.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_10/57.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Brush/ishan_brush_2/87.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_12/40.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_1/36.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Venkatesh/Bye/venkatesh_bye_3/37.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_3/34.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_19/65.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_6/36.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Vinayak/Cook/vinayak_cook_16/34.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_7/90.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_15/34.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Cindrella/Hello/cindrella_hello_4/34.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Surendhar/Hello/surendhar_hello_7/49.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_18/82.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_2/46.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_17/99.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_17/46.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ranadeep/Dead/ranadeep_dead_15/45.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Sandeep/Cook/sandeep_cook_19/27.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_8/51.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_11/24.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_13/36.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_12/30.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_2/67.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ranadeep/Go/ranadeep_go_3/40.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_17/27.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_13/70.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_8/7.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Sandeep/Sorry/sandeep_sorry_9/37.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Sandeep/Sorry/sandeep_sorry_4/35.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_3/38.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_10/77.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Varmija/Beautiful/varmija_beautiful_20/33.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_10/77.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_1/30.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Varmija/Cook/varmija_cook_4/23.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Hello/ishan_hello_15/48.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_17/88.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_15/66.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_19/50.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_12/69.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_9/40.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_5/39.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_20/61.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Brush/ishan_brush_13/89.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_13/22.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Stephen/Thankyou/stephen_thankyou_20/48.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Stephen/Thankyou/stephen_thankyou_17/44.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_7/35.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_7/61.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Rounit/Good/rounit_good_8/43.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Hello/ishan_hello_5/46.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Hello/ishan_hello_16/62.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Hello/ishan_hello_1/71.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_1/124.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Rounit/Go/rounit_go_10/46.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Varmija/Sorry/varmija_sorry_20/44.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Venkatesh/Thankyou/venkatesh_thankyou_14/39.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Varmija/Good/varmija_good_7/24.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Hello/ishan_hello_6/67.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ranadeep/Beautiful/ranadeep_beautiful_7/39.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_2/30.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_16/51.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Cindrella/Hello/cindrella_hello_4/37.npy,none
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/57.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_4/34.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_2/25.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Stephen/Bye/stephen_bye_10/23.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_7/84.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_12/73.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_14/25.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Sandeep/Go/sandeep_go_18/49.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_15/110.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Surendhar/Dead/surendhar_dead_12/34.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_15/46.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_19/74.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_7/57.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Vinayak/Cook/vinayak_cook_3/39.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_14/28.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Rounit/Hello/rounit_hello_17/28.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_12/76.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Hello/ishan_hello_20/48.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_19/23.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_4/89.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Surendhar/Sorry/surendhar_sorry_2/37.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_6/62.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_12/90.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_18/29.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Venkatesh/Good/venkatesh_good_18/48.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_10/79.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Varmija/Bye/varmija_bye_3/32.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_12/34.npy,none
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/23.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Stephen/Thankyou/stephen_thankyou_3/45.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Anirudh/Hello/anirudh_hello_7/28.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_9/91.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_5/47.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_16/69.npy,none
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/60.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_16/76.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_16/51.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_9/87.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Brush/ishan_brush_3/82.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_12/66.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_8/46.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_6/57.npy,none
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Hello/ishan_hello_6/44.npy,none
