image_path,left_fingertips_orientation
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/mirror/udhaya_mirror_1/33.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/doctor/udhaya_doctor_1/51.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/goodmorning/hariharan_goodmorning_1/69.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/door/udhaya_door_1/44.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/swimming/hariharan_swimming_1/72.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/train/hariharan_train_1/117.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/141.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bob/hariharan_bob_1/78.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/coffee/udhaya_coffee_1/24.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/swimming/hariharan_swimming_1/86.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lock/udhaya_lock_1/75.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/51.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/key/udhaya_key_1/73.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/summer/hariharan_summer_1/72.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/door/hariharan_door_1/78.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/54.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/shoot/hariharan_shoot_1/100.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/111.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/train/hariharan_train_1/108.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bob/hariharan_bob_1/88.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/key/udhaya_key_1/89.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/80.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/48.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bob/udhaya_bob_1/81.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bob/hariharan_bob_1/110.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/61.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/shoot/udhaya_shoot_1/56.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/above/hariharan_above_1/43.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/swimming/hariharan_swimming_1/105.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/door/udhaya_door_1/66.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/121.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cat/hariharan_cat_1/94.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/129.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/earth/hariharan_earth_1/104.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/key/hariharan_key_1/90.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/below/hariharan_below_1/104.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/earth/hariharan_earth_1/131.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/below/hariharan_below_1/83.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coffee/hariharan_coffee_1/38.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dog/udhaya_dog_1/24.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/coffee/udhaya_coffee_1/72.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/above/udhaya_above_1/24.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/door/hariharan_door_1/81.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/22.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/77.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/doctor/udhaya_doctor_1/66.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/105.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/party/udhaya_party_1/113.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coat/hariharan_coat_1/90.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bed/udhaya_bed_1/37.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/swimming/hariharan_swimming_1/119.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/door/hariharan_door_1/108.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/29.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/57.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/49.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/key/hariharan_key_1/105.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/46.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bob/hariharan_bob_1/54.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bed/udhaya_bed_1/33.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/94.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bob/udhaya_bob_1/76.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bed/udhaya_bed_1/40.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/summer/hariharan_summer_1/128.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bed/udhaya_bed_1/25.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cup/hariharan_cup_1/138.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/74.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/65.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/train/hariharan_train_1/79.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bed/udhaya_bed_1/35.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/fish/hariharan_fish_1/56.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/137.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/black/hariharan_black_1/107.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/black/hariharan_black_1/63.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/black/hariharan_black_1/100.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/door/hariharan_door_1/126.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/door/hariharan_door_1/77.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/above/udhaya_above_1/64.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/38.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bed/hariharan_bed_1/123.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/aeroplane/udhaya_aeroplane_1/47.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/dog/hariharan_dog_1/127.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/34.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lorry/hariharan_lorry_1/58.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/124.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/goodmorning/hariharan_goodmorning_1/56.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/50.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/swimming/hariharan_swimming_1/66.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/summer/hariharan_summer_1/133.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/key/hariharan_key_1/135.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/37.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/21.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/doctor/udhaya_doctor_1/72.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/glasses/hariharan_glasses_1/136.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lorry/hariharan_lorry_1/51.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/mirror/hariharan_mirror_1/83.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/swimming/hariharan_swimming_1/93.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/earth/hariharan_earth_1/115.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/swimming/udhaya_swimming_1/106.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/fish/hariharan_fish_1/58.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/aeroplane/udhaya_aeroplane_1/55.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bed/udhaya_bed_1/63.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/door/hariharan_door_1/94.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/120.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/doctor/udhaya_doctor_1/33.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/earth/hariharan_earth_1/161.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/goodmorning/hariharan_goodmorning_1/77.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/coat/udhaya_coat_1/41.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/coffee/udhaya_coffee_1/61.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/swimming/udhaya_swimming_1/51.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/aeroplane/udhaya_aeroplane_1/33.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/black/hariharan_black_1/89.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cup/hariharan_cup_1/52.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bed/hariharan_bed_1/88.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/summer/hariharan_summer_1/41.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/key/udhaya_key_1/55.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/mirror/hariharan_mirror_1/70.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/door/hariharan_door_1/93.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/98.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bob/udhaya_bob_1/75.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/below/hariharan_below_1/47.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bob/udhaya_bob_1/46.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/dog/hariharan_dog_1/37.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/doctor/hariharan_doctor_1/66.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bob/hariharan_bob_1/82.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/71.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/shoot/udhaya_shoot_1/23.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/train/hariharan_train_1/113.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/train/udhaya_train_1/50.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/89.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cat/hariharan_cat_1/93.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/door/udhaya_door_1/42.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bed/hariharan_bed_1/83.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/earth/hariharan_earth_1/176.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/earth/hariharan_earth_1/82.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/door/hariharan_door_1/89.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/door/udhaya_door_1/52.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/133.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/train/udhaya_train_1/55.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lock/udhaya_lock_1/31.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/63.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bed/udhaya_bed_1/44.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/97.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/above/hariharan_above_1/45.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coffee/hariharan_coffee_1/37.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/key/udhaya_key_1/44.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/door/hariharan_door_1/131.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/68.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/60.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/48.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/train/udhaya_train_1/48.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bed/hariharan_bed_1/117.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/mirror/hariharan_mirror_1/78.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/110.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/coffee/udhaya_coffee_1/18.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/88.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/dog/hariharan_dog_1/47.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/coffee/udhaya_coffee_1/38.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/summer/hariharan_summer_1/113.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/31.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/shoot/hariharan_shoot_1/90.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/door/udhaya_door_1/38.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/57.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/earth/hariharan_earth_1/62.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/room/udhaya_room_1/119.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/79.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bed/hariharan_bed_1/63.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cup/hariharan_cup_1/60.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cup/hariharan_cup_1/77.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/aeroplane/udhaya_aeroplane_1/58.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/mirror/hariharan_mirror_1/80.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lock/hariharan_lock_1/138.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cup/hariharan_cup_1/102.npy,open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/45.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/46.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/47.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/48.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/49.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/50.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/51.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/52.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/53.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/54.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/55.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/56.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/57.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/58.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/59.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/60.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/61.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/62.npy,middle and index open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/63.npy,middle and index open
