image_path,left_forearm_orientation
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/77.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cat/udhaya_cat_1/79.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/train/hariharan_train_1/125.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/aeroplane/udhaya_aeroplane_1/76.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/109.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/tubelight/udhaya_tubelight_1/106.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cat/udhaya_cat_1/83.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/47.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/110.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/train/hariharan_train_1/115.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/96.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/train/udhaya_train_1/86.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lorry/hariharan_lorry_1/70.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/room/udhaya_room_1/130.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/earth/hariharan_earth_1/126.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/key/hariharan_key_1/96.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cup/hariharan_cup_1/76.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/party/udhaya_party_1/21.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/shoot/udhaya_shoot_1/17.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coffee/hariharan_coffee_1/65.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/doctor/hariharan_doctor_1/56.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/66.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/glasses/hariharan_glasses_1/135.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/swimming/udhaya_swimming_1/135.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/114.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/45.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cat/hariharan_cat_1/101.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/doctor/hariharan_doctor_1/35.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/mirror/hariharan_mirror_1/44.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/train/hariharan_train_1/36.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/86.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/below/hariharan_below_1/146.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/hairband/udhaya_hairband_1/58.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/doctor/hariharan_doctor_1/69.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lock/udhaya_lock_1/26.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cup/hariharan_cup_1/64.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/mirror/udhaya_mirror_1/47.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/tubelight/udhaya_tubelight_1/52.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/shoot/udhaya_shoot_1/28.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/tubelight/udhaya_tubelight_1/59.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/door/udhaya_door_1/115.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/hairband/udhaya_hairband_1/55.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/coat/udhaya_coat_1/109.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lorry/hariharan_lorry_1/148.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/77.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/35.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/35.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/39.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/tubelight/udhaya_tubelight_1/117.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/doctor/udhaya_doctor_1/83.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/summer/hariharan_summer_1/69.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/99.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/68.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/104.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/doctor/hariharan_doctor_1/44.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/goodmorning/hariharan_goodmorning_1/81.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/123.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/60.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/winter/udhaya_winter_1/139.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/79.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/party/udhaya_party_1/122.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/train/udhaya_train_1/65.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/dog/hariharan_dog_1/116.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/39.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earmuffs/udhaya_earmuffs_1/31.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/door/hariharan_door_1/48.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/key/hariharan_key_1/121.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/goodmorning/hariharan_goodmorning_1/60.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/room/udhaya_room_1/52.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/room/udhaya_room_1/137.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/earth/hariharan_earth_1/164.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/dog/hariharan_dog_1/56.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/family/udhaya_family_1/113.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/48.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/29.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/90.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/party/udhaya_party_1/18.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bed/hariharan_bed_1/71.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/30.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/43.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/door/udhaya_door_1/125.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/coffee/udhaya_coffee_1/44.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/party/udhaya_party_1/39.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/47.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/mirror/hariharan_mirror_1/60.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/102.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cat/hariharan_cat_1/98.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bed/hariharan_bed_1/124.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/139.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/48.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lorry/hariharan_lorry_1/145.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/63.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/103.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/fish/hariharan_fish_1/99.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/room/udhaya_room_1/125.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/51.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/107.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bowl/udhaya_bowl_1/68.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/goodmorning/hariharan_goodmorning_1/95.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/goodmorning/hariharan_goodmorning_1/86.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/dog/hariharan_dog_1/37.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/dog/hariharan_dog_1/39.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/53.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cat/hariharan_cat_1/35.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/92.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/above/udhaya_above_1/97.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coffee/hariharan_coffee_1/64.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/67.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/mirror/hariharan_mirror_1/56.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/mirror/udhaya_mirror_1/67.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/door/udhaya_door_1/105.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/aeroplane/udhaya_aeroplane_1/96.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/above/udhaya_above_1/83.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/73.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/81.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cup/hariharan_cup_1/114.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/party/udhaya_party_1/46.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/63.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/black/hariharan_black_1/50.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/doctor/hariharan_doctor_1/40.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/black/hariharan_black_1/70.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coffee/hariharan_coffee_1/100.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/shoot/hariharan_shoot_1/57.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/room/udhaya_room_1/126.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/101.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/52.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/37.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/earth/hariharan_earth_1/135.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/doctor/hariharan_doctor_1/94.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coffee/hariharan_coffee_1/58.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/room/udhaya_room_1/140.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/glasses/udhaya_glasses_1/100.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/key/hariharan_key_1/102.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/100.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/summer/hariharan_summer_1/33.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/21.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/family/udhaya_family_1/112.npy,upperdiagonal
