Image Name,right_fingertips orientation keys
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/45.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/46.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/47.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/48.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/49.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/50.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/51.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/46.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/47.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/48.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/49.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/50.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/51.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/52.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/53.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/54.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/55.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/3.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/4.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/5.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/53.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/54.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/55.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/56.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/57.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/58.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/59.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/60.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/61.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/mobile/6.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/mobile/7.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/mobile/8.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/mobile/9.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/mobile/10.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/25.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/43.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/44.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/45.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/46.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/47.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/48.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/49.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/50.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/51.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/52.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/53.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/54.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/55.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/56.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/57.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/58.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/59.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/60.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/61.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/62.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/73.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/95.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/96.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/97.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/98.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/99.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/100.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/101.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/102.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/103.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/104.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/105.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/106.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/107.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/108.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/109.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/35.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/51.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/52.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/57.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/58.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/63.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/64.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/68.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/69.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/70.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/71.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/72.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/73.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/74.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/75.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/76.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/77.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/78.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/79.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/80.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/scary/81.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/67.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/68.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/69.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/70.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/71.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/72.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/73.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/74.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/75.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/76.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/77.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/78.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/79.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/80.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/81.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/82.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/83.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/84.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/85.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/86.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/40.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/41.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/42.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/43.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/44.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/45.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/46.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/47.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/48.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/49.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/50.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/51.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/52.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/53.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/54.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/55.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/56.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/57.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/58.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/59.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/60.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/61.npy,closed
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/3.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/4.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/5.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/6.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/7.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/8.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/9.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/10.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/11.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/12.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/13.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/14.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/15.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/16.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/17.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/18.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/19.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/20.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/21.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/22.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/23.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/24.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/25.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/26.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/27.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/28.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/29.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/30.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/31.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/32.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/33.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/34.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/35.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/36.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/37.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/38.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/39.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/42.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/43.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/44.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/45.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/13.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/14.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/15.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/16.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/17.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/18.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/19.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/20.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/21.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/22.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/23.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/24.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/63.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/64.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/65.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/66.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/67.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/74.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/75.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/76.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/77.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/78.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/79.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/80.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/81.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/82.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/6.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/7.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/8.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/9.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/10.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/11.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/12.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/13.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/14.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/15.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/16.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/17.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/18.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/19.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/20.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/21.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/22.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/23.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/24.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/25.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/26.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/27.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/28.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/29.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/30.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/31.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/32.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/33.npy,index finger open
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Strawberry/34.npy,index finger open
