Image Name,right_palm position keys
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/30.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/31.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/32.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/33.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/34.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/35.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/36.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/37.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/38.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/39.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/40.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/41.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/42.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/43.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/44.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/45.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/46.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/47.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/48.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/49.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/50.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/51.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/52.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/53.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/54.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/55.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/56.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/57.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/58.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/59.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/60.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/61.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/62.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/63.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/64.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/65.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/85.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/86.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/87.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/88.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/89.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/90.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/91.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/92.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/93.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/94.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/95.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Withdrawl/96.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/44.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/45.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/46.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/47.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/48.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/49.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/50.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/51.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/52.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/53.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/54.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/55.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/56.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/65.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/66.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/67.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/68.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/69.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/fry/70.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/30.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/sad/31.npy,upwards
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/11.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/12.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/13.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/14.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/15.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/16.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/17.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/18.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/19.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/28.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/29.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/30.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/31.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/42.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/43.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/44.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/24.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/25.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/26.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/27.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/28.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/29.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/30.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/31.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/32.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/33.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/34.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/35.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/36.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/37.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/38.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/39.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/40.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/41.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/42.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/43.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/44.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/45.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/46.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/47.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/48.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Bad/49.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/29.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/30.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/31.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/32.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/33.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/34.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/35.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/36.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/37.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/38.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/39.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/40.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/41.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/42.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/43.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/44.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/45.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/46.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/47.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/48.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/49.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/50.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/51.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/52.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/53.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/54.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/55.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/56.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/57.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/58.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/59.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/60.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/61.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/62.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/63.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/64.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/65.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/66.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/67.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/loss/68.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/64.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/65.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/66.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/67.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/79.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/80.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/90.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/91.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/103.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bestbetter/6.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bestbetter/7.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bestbetter/8.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bestbetter/9.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bestbetter/10.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bestbetter/11.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bestbetter/12.npy,away from body
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bestbetter/13.npy,away from body
