Image Name,right_fingers_joined_keys
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/22.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/23.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/24.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/25.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/26.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/27.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/28.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/29.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/30.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/31.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/32.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/33.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/34.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/35.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/36.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/37.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/38.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/39.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/40.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/41.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/42.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/43.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/44.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/45.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/46.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/47.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/48.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/49.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/50.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/51.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/52.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/53.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/54.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/55.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/56.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/57.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/58.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/59.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/60.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/61.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/62.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/63.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/64.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/65.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/66.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/67.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/6.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/7.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/8.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/9.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/10.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/11.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/12.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/13.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/14.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/15.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/16.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/17.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/18.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/19.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/20.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/21.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/22.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/23.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/24.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/25.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/26.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/27.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/28.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/29.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/30.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/31.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/32.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/33.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/34.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/35.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/36.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/37.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/38.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/39.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/40.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/41.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/42.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/43.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/44.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/45.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/46.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/47.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/48.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/49.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/50.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/bounce/51.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/3.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/4.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/5.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/6.npy,not joined
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/7.npy,not joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_5/27.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_5/28.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_5/29.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_5/30.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_5/31.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_5/32.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_5/33.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_5/34.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_5/35.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_5/36.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_5/37.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_5/38.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_5/39.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_5/40.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/21.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/22.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/23.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/24.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/25.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/26.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/27.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/28.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/29.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/30.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/31.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/32.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/33.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/34.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/35.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/36.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/37.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/38.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/39.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/40.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/41.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/42.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/43.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/44.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/45.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/46.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/47.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/48.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/49.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/50.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/51.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/52.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/53.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/54.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/55.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/56.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/57.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/58.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/59.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/60.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/61.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/62.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/63.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/64.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_12/65.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/28.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/29.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/30.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/31.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/32.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/33.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/34.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/35.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/36.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/37.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/38.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/39.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/40.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/41.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/42.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/43.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/44.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/45.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/46.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/47.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/48.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/49.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/50.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/51.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/52.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/53.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/54.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/55.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/56.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/57.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/58.npy,joined
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_16/59.npy,joined
