Image Name,right_finger_closeness_to_face
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/32.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/33.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/48.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/49.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/50.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/51.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/52.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/53.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/54.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/55.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/56.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/57.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/58.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/59.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/60.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/61.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/62.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/63.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/64.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/65.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/66.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/67.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/68.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/69.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/70.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/71.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/72.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/73.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/74.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/75.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/76.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/77.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/78.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/79.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/80.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/81.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/82.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/83.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/84.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/85.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/63.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/64.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/58.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/59.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/60.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/61.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/62.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/63.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/64.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/65.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/66.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/67.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/68.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/forget/37.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/5.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/13.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/38.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/39.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/14.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Clever/15.npy,eyes
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/4.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/25.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/34.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/35.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/36.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/37.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/38.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/39.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/40.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/41.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/42.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/43.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/44.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/45.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/46.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/47.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/86.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/87.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/65.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/66.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/forget/38.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/4.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/25.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/34.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/35.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/36.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/37.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/38.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/39.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/40.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/41.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/42.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/43.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/44.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/45.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/46.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/47.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/86.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/87.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/65.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/66.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/forget/38.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/4.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/25.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/34.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/35.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/36.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/37.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/38.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/39.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/40.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/41.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/42.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/43.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/44.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/45.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/46.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/47.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/86.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/87.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/65.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/66.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/forget/38.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/4.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/25.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/34.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/35.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/36.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/37.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/38.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/39.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/40.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/41.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/42.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/43.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/44.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/45.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/46.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/47.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/86.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/87.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/65.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/cook/66.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/forget/38.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/4.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/25.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/34.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/35.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/36.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/37.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/38.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/39.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/40.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/41.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/42.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/43.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/44.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/45.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/46.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/47.npy,ears
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/40.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/face/41.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/29.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/Name/30.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/salute/57.npy,nose
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/26.npy,lips
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/27.npy,lips
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/28.npy,lips
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/29.npy,lips
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/30.npy,lips
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/31.npy,lips
/4TBHD/ISL/data_preparation/test_blank_keypoints/Keypointsw/TRUE/32.npy,lips
